1.5655,1.5958,0.93795,1.6731,-1.785,-0.9396,0.019235,1.0456,-0.37457,-0.76,-0.68096,-0.077289,0.78573,0.59787,-0.98762
8.2568,0.11573,1.237,1.2061,-1.4352,-1.1688,-1.2392,-0.52279,-0.86294,-1.159,0.92301,-0.16672,0.2498,-0.67929,0.85106
-2.4641,1.4133,0.51461,-0.038002,-0.17249,-0.64205,-0.33877,-1.0616,1.2856,-0.54237,0.76253,0.49324,-0.04423,-0.27367,-0.22362
4.2624,-0.18453,1.4578,0.72212,-0.304,-1.6763,0.16296,-0.56593,-0.43847,0.22424,0.82672,-0.35718,0.22378,-0.59026,-1.288
4.0261,-0.15227,0.52938,0.61208,-1.1882,-1.9018,0.026278,-0.88769,-0.61446,-1,0.77218,-0.136,1.3795,-1.1,-0.75158
-0.49637,2.7037,3.7215,-1.1059,-1.2058,-1.3177,1.1014,-1.1525,0.25214,0.098017,-0.70993,0.59627,-0.35113,-0.68961,-0.78645
-3.3362,0.87744,2.4104,-1.0635,0.1012,0.40292,-0.86245,-0.17916,1.5339,0.057936,-0.10574,0.5825,-0.83934,-0.49282,-0.31653
10.339,1.0243,4.261,1.6599,0.50866,-1.2001,-0.56603,-0.79457,0.50027,-0.16742,-0.090169,-0.82737,-0.98471,-1.0629,0.041397
-3.499,-0.43077,1.9424,0.91193,0.053488,-0.58449,1.048,-0.32461,-0.17395,0.41214,-0.57112,1.23,-0.45798,0.097836,0.29575
6.6157,-0.81703,0.52064,0.018576,2.7262,1.4467,-1.1774,0.48521,-0.30607,-1.5648,0.17676,1.1247,-0.40079,0.49312,0.72807
1.0269,1.0074,0.99826,0.74342,-1.784,-0.76365,-0.068518,-0.11722,-1.4521,-0.096204,-0.73124,0.33372,0.92724,-0.10157,0.16613
-3.6824,5.6623,-1.2341,0.25403,3.3242,4.5093,-4.5362,-0.35232,-5.3454,4.1459,1.1979,-4.5562,0.01416,-0.54897,0.94913
-1.9116,-0.17773,0.36241,-0.4459,-1.5094,0.024465,0.38071,-0.37762,-0.14551,-0.31882,0.60342,0.32964,-0.69054,-0.25709,-0.55581
3.2789,-0.71868,1.1201,1.384,-2.0864,-0.49662,0.7337,-0.31075,-0.6357,0.34054,0.67557,-0.15113,0.79665,-0.39634,-1.0493
-0.47884,1.0745,2.1462,1.5754,-0.31211,-1.9945,-0.14706,-0.97878,0.57521,1.2001,0.41245,0.29035,0.59631,0.010112,-0.96611
-4.7805,-0.76975,1.3995,0.98429,-0.95447,-1.5149,0.31849,-0.85151,0.87351,0.99322,-0.66598,0.68178,0.10924,0.38307,0.27392
-4.1013,-0.4986,2.5412,-1.773,-1.0902,-1.6542,0.79869,-1.1817,0.36426,0.1713,-0.94083,0.92196,-0.8925,-0.57034,-0.20407
9.0287,-1.9825,2.7074,0.75011,-1.2752,0.30826,-0.50795,-0.53933,-0.78612,-1.6777,1.2028,0.029098,0.14224,-0.51333,0.38501
-4.3304,-0.12318,-0.34105,2.2624,-0.39834,-0.66184,0.62356,-0.18729,1.13,0.50517,0.80904,0.047246,-1.1045,0.62415,0.3035
-4.4784,3.3323,-2.1638,0.06728,-0.84,-1.9771,-4.1479,-1.9958,-0.024867,3.193,2.0209,-2.3283,-2.44,0.18458,0.80126
1.388,1.1268,-0.01913,0.48594,-1.451,0.82658,-0.45605,-0.02167,-1.1884,-0.10936,0.25016,-0.14542,0.56933,0.0025153,0.30163
-1.9451,2.2882,0.52192,0.54274,-0.41625,-0.070804,1.0908,0.39572,-0.14531,0.48043,0.75347,-0.30791,-1.2818,-0.21991,0.14766
-1.9881,2.4814,0.63509,0.54481,-0.46466,-0.1379,1.112,0.45622,-0.072227,0.35271,0.61473,-0.22486,-1.316,-0.234,0.21131
6.4239,-0.24447,0.70883,0.88453,-1.6065,-0.91302,0.44773,-0.080604,-1.29,-0.35671,0.3453,-0.85323,-0.67331,-0.88986,0.70769
1.7193,-0.74563,1.1496,0.84785,-1.7448,-1.3823,0.22593,-0.43658,-1.0027,-0.33513,0.40035,1.0863,1.3285,-0.16489,-0.33147
0.3003,1.5249,0.19002,0.10275,-1.1838,-0.24906,0.3535,0.13153,-0.47208,1.6222,2.6646,-0.86182,-0.99716,-0.10475,-0.73115
-2.7507,-0.40646,1.9036,1.2799,-0.02843,0.54534,0.15668,0.17316,0.1591,0.22254,-0.19203,1.2027,0.4087,0.21037,-0.12824
5.554,1.0154,0.075854,2.1388,-3.01,-0.0049693,-0.56265,-0.28974,-1.5048,-1.2482,-0.2903,0.6835,1.0752,-0.69642,0.53015
-1.5669,0.067527,1.3206,1.4104,-0.3043,-0.99968,-0.6266,-0.83018,1.078,0.094844,0.57778,1.197,0.82998,0.28876,-0.74707
-4.3835,3.5608,0.13482,2.4106,-2.4802,0.28875,0.3628,1.2596,-1.5959,2.146,-2.0769,-0.22243,-0.42081,0.060194,0.94144
2.7712,1.2469,-0.30702,-1.3942,-0.9443,-0.3363,1.201,0.14613,0.018391,0.3483,-0.30537,-0.11513,-0.59928,0.1749,-1.0023
-2.5234,0.78288,-0.20801,1.4395,0.38013,-0.55158,-0.062481,-0.23101,-1.2752,0.37389,0.302,0.91917,1.4032,0.2152,-0.3401
-1.8245,0.016651,1.0047,0.91307,-0.60298,0.30326,0.0019004,-0.1153,-0.51546,0.81089,0.49498,0.54194,0.0054494,0.042868,-0.65531
4.1443,-0.60524,0.88292,0.45647,-2.3674,-0.47829,-0.25982,-0.19347,-0.92622,-0.74631,0.38258,-0.074667,0.80009,0.11495,0.3691
6.1755,-0.5346,2.6192,-0.26124,-1.5173,0.038616,-0.5425,0.26135,-0.61021,-0.55236,1.164,-0.4304,-0.52698,0.74836,0.36764
-2.9076,-0.034142,1.9204,-0.87147,-0.13445,0.58888,-0.30599,-0.35921,0.1806,0.75863,0.29507,0.040164,0.49002,-0.24298,-0.28175
7.9585,-1.6,1.133,4.6989,0.072764,-2.3685,-1.1476,-0.31669,-1.1332,-0.28866,0.71623,-0.17626,0.7797,-1.3539,-0.02775
0.24851,-0.46375,0.51359,-0.52685,-1.6234,-0.5399,-0.29428,-1.0181,-0.20778,0.54329,1.0528,0.32461,0.15172,-0.17125,-0.64739
-2.0706,12.234,-1.0034,7.39,-2.9778,-3.0983,3.9172,3.494,2.0701,0.34911,-3.3471,-2.3246,-0.94587,2.7281,-0.64067
4.7533,0.22122,1.3699,0.2594,-1.3264,-0.11758,-0.077046,-0.49638,0.13787,-0.19275,1.1936,0.037023,-0.73075,-0.22071,-0.75761
-0.67473,-0.81298,-1.3241,0.73335,0.34182,1.598,-0.1985,-0.24379,-1.109,0.76742,1.0242,1.3905,-0.010905,0.041884,-1.0787
7.0243,-0.76575,2.9988,0.019622,-1.7966,-1.3101,-0.48736,-0.79932,-1.4919,-1.0178,-0.060712,0.047329,1.3956,-0.39577,0.33135
-2.0645,0.70025,1.2756,2.0723,-0.16468,-0.79001,-0.62901,-0.72629,0.9971,-0.44231,-0.27832,0.95741,1.2113,0.27186,0.33579
4.6071,-0.058003,2.8364,-0.34892,-1.0886,-1.2156,-0.40295,-0.49026,-1.4838,-0.9538,-0.40797,0.20536,1.1796,-0.099406,0.41376
5.4756,0.45001,2.1243,0.1361,-2.0895,-0.30879,-0.010284,-0.080869,-0.8803,-0.24905,0.95939,-0.1595,0.3669,0.017644,0.44179
6.6458,-1.4075,2.0024,-1.3814,-1.87,1.0142,-0.54387,-0.02619,0.1534,-0.071297,0.92216,0.52481,0.016031,1.6732,0.41695
0.07021,0.16933,-0.21952,3.1533,-0.11825,3.1277,0.12297,0.77992,-1.4546,0.44993,1.2783,1.3088,-1.4677,0.070734,-0.8504
10.89,-0.45142,0.82119,2.8115,-1.5751,-0.34918,-0.45069,0.16874,0.053487,-0.69212,0.55537,-1.096,0.17946,-0.79572,1.0066
6.298,-0.66365,-0.16882,2.7654,-1.477,-0.404,0.58181,-0.20828,-0.2787,0.46818,0.82045,-1.1491,0.011648,-1.1268,-0.12129
5.6272,-0.24422,2.656,-0.28168,-1.4324,-1.469,-1.0121,-0.26804,-0.84123,-0.66544,0.43359,-0.42469,0.49431,0.39947,0.0030182
-0.579,-0.6165,-0.91386,1.471,-0.56071,-1.071,-0.037122,-0.24439,-1.0455,-0.12966,0.75637,0.58865,0.56403,-0.18878,-0.31102
-3.2461,-0.90145,-0.30947,0.040233,0.13315,-1.2939,0.75192,0.0092535,-0.16858,-0.33179,0.77533,0.51072,0.92303,0.10608,-0.0095897
6.7485,-0.15536,-0.19717,0.59657,-0.026972,-1.1726,-0.93312,-1.0627,-0.8734,0.12993,-0.083515,0.18856,0.58698,-1.0262,0.25098
10.114,-0.70074,2.6336,0.44512,-0.68684,2.1446,-1.8165,0.10329,-0.49641,-1.7009,1.0715,0.59997,-0.80951,0.85634,0.38719
-6.0998,-5.927,2.7926,-1.1127,1.941,0.2237,-2.3293,0.61005,-0.16656,0.1397,-1.3748,0.1458,0.086958,-0.39464,-0.4959
6.1236,-0.87363,-0.83328,0.16943,-0.3135,-0.38641,-0.30594,-0.72391,-0.23906,-0.28221,0.4823,-0.18877,0.82822,-0.75139,0.52971
6.0275,0.68604,6.4939,-6.0775,-1.2933,-0.46362,0.60366,-1.6102,-1.6523,-0.67502,0.31584,-0.51117,-0.78732,0.21157,0.39762
0.065884,-0.67704,0.054059,-0.16919,-1.4826,-0.44921,0.055686,-0.32389,-1.0564,-0.17933,1.1686,1.3438,0.54215,0.085025,-0.96937
9.2634,-2.332,3.8539,-0.11201,-0.24005,-0.34681,-0.69588,0.23816,-1.0807,-1.2522,1.2096,-0.61781,-0.19228,0.67206,0.28217
8.4182,-1.2468,4.4255,-0.64528,-2.8493,-1.6393,-0.041701,1.524,-0.58188,-0.71074,0.33661,-1.0322,0.88908,2.6004,0.78668
-4.7688,-2.222,-0.62482,5.5678,-0.73357,2.5721,1.5693,3.2411,0.54694,-0.50413,-0.39713,1.8347,-2.2463,0.87602,-0.32949
4.6712,-0.69871,2.5939,0.86858,-1.0502,-0.71811,-0.311,-0.7234,0.034152,-0.11024,1.0226,0.37925,0.12392,-0.19902,-0.48481
1.4178,0.7802,2.7455,-0.66059,-1.2723,0.39359,-0.06918,0.27488,-1.9264,0.36671,-0.48115,0.77537,0.50841,0.44601,0.22093
-2.9859,0.48219,-0.25813,0.19486,-0.38991,0.10098,0.34088,-0.61847,-0.35364,0.90936,0.99659,0.47353,-0.70819,-0.26715,0.37092
0.70631,0.70625,-0.11438,1.3994,0.37732,0.43674,0.76849,0.49715,-1.231,-0.0092978,0.89084,0.55454,-0.49085,-0.2596,-1.1317
3.7528,0.42068,-1.9816,1.905,-1.6744,-1.7934,0.5173,-0.31302,-0.42929,0.52068,0.3324,-0.57981,0.37345,-1.0826,0.9317
-2.0355,0.54952,2.218,-0.92044,-1.4552,-0.76083,1.2624,0.54742,-0.1384,0.25552,-0.54543,0.39101,0.17244,0.13723,0.0015507
11.598,-1.4136,2.5928,0.23063,-0.023886,-1.8873,-0.35666,-0.56096,0.70921,-0.15948,0.39475,-0.95741,0.067679,-0.39022,0.84692
-0.61172,-0.28856,0.82115,1.1743,1.5146,0.3578,-0.41249,-0.23222,-0.3071,-1.0213,0.3699,0.87513,-0.21175,-0.11651,-0.18958
4.2098,-0.38583,-0.21359,-0.20767,-1.6248,0.24312,0.089109,-0.55517,0.67069,0.16275,1.2985,0.24285,0.43893,0.093198,-0.10803
-2.2708,1.9988,0.0048146,1.2316,1.5623,1.5561,-0.60647,0.64762,0.36492,0.4749,1.8676,0.19503,-0.32092,0.044031,0.16714
2.3807,-0.20686,-0.31501,0.0016143,-1.6175,-0.2831,0.095097,-0.64941,0.90797,-0.09019,1.0777,0.16782,0.47724,-0.018734,0.55799
-2.5256,-0.30795,-1.1224,0.37613,-1.1595,-0.92196,0.051105,-0.037763,-0.086177,0.64549,1.5984,0.2849,0.11326,0.10187,-0.38829
-4.1184,0.13088,-1.0802,0.50117,-1.5037,0.17496,-0.18972,-0.043209,-1.0754,-1.2792,-0.88832,0.84204,0.57942,-0.22628,0.14043
0.79335,0.47063,0.61564,-0.51271,-1.3125,1.1485,1.1692,-0.51884,-0.66751,1.1435,0.95794,0.39449,-0.27738,-0.31553,-1.0174
4.9771,-0.14715,2.4481,2.4118,-1.4194,-1.8896,0.43558,-0.18686,-0.29779,-0.61468,-0.35945,-0.91322,1.0008,-0.86566,0.36882
7.1148,-0.9944,-0.2239,1.9584,-1.2679,-1.5045,-1.1737,-0.64639,-0.29667,-1.3381,0.77631,0.082955,0.67608,-0.96506,0.99881
-0.54791,-0.066366,-0.43578,-0.31433,-1.3661,-0.81395,-0.10245,-0.018899,-0.48954,-0.10833,0.8167,0.48283,0.14076,0.17605,-0.61637
2.2263,-0.80404,0.50378,1.565,-0.19173,-1.0414,-0.14348,-0.52739,-0.13839,-0.29091,0.42593,0.072527,0.73893,-0.32274,-1.4527
3.5812,-0.26897,-1.0256,0.80313,-1.246,-1.0148,0.021167,-0.92728,-0.049518,-0.29373,1.1077,0.26698,0.99793,-1.0221,-0.50331
-4.5549,0.86126,0.072454,1.4834,-0.0029398,-1.5725,0.84623,0.21762,-0.89011,0.1341,-0.88593,0.6907,0.70315,0.66533,0.55258
-4.4672,1.3909,0.55313,2.4184,-0.13537,-0.95394,1.21,0.42195,-1.0285,1.2092,-0.94252,0.79284,0.1683,0.81953,0.6623
-5.3589,-0.6473,-0.47669,-0.45935,-0.21019,-2.6984,-2.0224,-0.763,-0.24973,-1.9623,-2.6669,-1.5929,0.47459,0.65766,-0.6544
-1.8205,0.47944,0.20998,-0.96151,-0.89614,1.0692,0.039473,-0.71683,-0.09875,0.96565,0.92439,0.30985,0.055941,-0.29023,-0.12164
