2.7646,-2.3989,0.3474,0.083602,-1.3098,0.67254,-0.12054,0.52235,0.31218,0.043808,0.58156,0
-2.4432,2.6711,-0.70662,0.26104,-1.0243,-1.7654,-0.87054,0.29832,0.46045,-0.034788,0.48983,0
-0.006308,-2.8279,0.88129,-1.2186,1.1231,-0.087005,0.76429,-0.75813,1.3209,0.048076,-0.77626,0
-9.079,5.7411,-0.8856,1.7473,-1.7075,2.5991,0.4922,0.5681,-0.61482,1.4093,1.4557,1
-4.4306,-0.31908,-0.55969,0.20338,-1.3936,-1.167,-0.17687,-0.056563,0.79529,0.0087448,-0.77357,1
-2.9972,2.5681,1.3738,-0.7185,0.0084961,0.71063,-0.10608,-0.0047493,0.094817,-0.11013,0.40183,1
1.7839,-0.16505,0.49043,-0.13877,-0.54918,-0.42302,-0.10082,-0.27373,0.67068,-0.78016,0.1784,0
2.5826,1.1308,2.4475,0.55256,-1.3781,-1.1892,-0.7337,-0.10799,-0.059456,-0.5504,-0.086816,0
0.443,-3.2749,-1.1604,0.15489,0.70726,0.92068,0.28692,-0.26618,0.20011,-0.091258,-0.38849,0
3.7017,-2.2155,-1.3469,0.43952,-0.72364,1.4625,0.14396,-0.14589,0.26742,-0.10227,0.04337,0
2.675,-3.88,9.315,2.3285,1.1951,2.2837,-5.4062,-0.20208,0.33222,3.2948,-1.0209,0
1.58,-3.0832,-0.74536,0.30214,0.36723,1.0894,0.32995,0.04493,-0.02354,0.0012319,-0.23783,0
-3.9699,-0.59756,-0.67483,-0.041138,-0.53404,-0.92862,-0.64237,-0.25412,0.038623,0.13652,-0.60704,1
-4.4148,-0.010879,-0.29374,-0.26355,-0.98165,-1.9781,-0.7734,-0.31939,0.98693,0.27204,-0.28446,1
-5.3979,0.72115,-1.0246,0.78484,0.77131,-1.4378,-0.32311,0.50556,0.66627,0.085604,0.88681,1
0.24769,-2.7983,1.4867,-0.058776,-0.51735,-0.23744,0.035535,-1.1506,1.3083,1.0926,0.16676,1
-1.9176,2.4367,0.92678,0.60253,0.56432,-1.0569,-0.46346,-0.25337,0.7272,-0.74937,0.44693,1
3.8507,0.27714,1.597,1.1452,-0.34797,-0.84713,0.57368,0.25774,0.69172,0.50516,0.56223,0
3.065,-1.2202,0.3305,0.023091,0.032938,0.89354,-1.1487,-0.97772,-0.70492,0.44288,0.27773,0
4.5835,-0.13186,-1.5998,1.2314,-1.5755,-0.12851,0.7949,0.18413,0.020794,0.72686,-0.12608,0
-4.2716,-1.5313,-1.1696,0.081152,-0.0086256,-2.1463,0.26341,0.29193,-0.26701,0.15302,0.17536,1
4.4068,-3.2182,-0.81651,-0.48841,-1.8717,1.7653,0.8737,0.22891,0.53827,-1.3295,1.7106,0
2.7039,-2.7149,1.2016,0.71186,-0.40221,0.77388,1.0114,0.5888,0.66765,1.5815,-0.47441,0
-10.021,-1.5804,-0.014966,2.3523,-2.185,-0.13882,-0.71823,-0.19744,0.67812,0.79129,-0.98717,2
0.59208,1.8436,2.3689,0.24972,-0.59492,-0.70037,0.042561,0.017736,0.34143,-0.79226,0.12087,0
-3.3267,1.8436,0.12899,0.95769,-1.3992,-2.0988,0.30201,0.35379,0.44525,0.31079,0.021352,1
0.55711,-0.46729,0.70944,0.38056,0.90984,-0.48252,-0.25621,-1.3393,0.08709,0.66493,-0.10091,0
3.3325,-0.53659,0.36793,1.0554,-0.10915,0.14829,-0.68565,-1.3424,-0.43523,0.63738,0.10653,0
1.5858,-0.31909,1.3177,0.2594,0.71571,-0.58281,-0.12495,-1.0521,0.12214,0.6487,0.011426,0
1.4342,-1.4121,0.077469,-0.82504,-1.3836,-0.39239,0.01715,0.67451,-0.51563,-1.1334,0.27365,0
-6.0376,-4.6679,-1.6319,0.62622,0.68661,-0.3137,0.15349,0.77555,-0.49364,-1.3151,-0.19985,1
-1.9737,-4.0454,-0.6113,0.50197,-0.15742,0.4675,0.23836,0.90048,-0.33605,-1.4013,0.3635,0
0.041736,-3.0134,0.20777,1.021,-0.44413,0.68562,-0.014965,0.53485,-0.6265,-0.70724,0.24185,0
3.1744,-0.35998,-0.7203,0.53579,-0.83655,-0.35133,0.58504,-0.36512,0.73695,0.409,0.48925,0
-6.1405,1.2158,-0.57891,0.52298,0.01634,1.2301,-0.66002,-0.011538,-0.06129,-1.3013,1.0013,1
-6.9011,2.1312,-0.34852,0.4582,-1.2421,-1.9005,-0.28514,0.86268,0.52567,0.70078,0.039549,1
3.397,1.0681,1.0023,0.93216,0.82372,-0.58606,-0.17733,0.169,0.033226,-0.12449,-0.09212,0
-5.4508,2.4582,-1.5111,1.9638,1.7102,-0.55714,-1.0151,-0.53482,0.017561,0.62605,1.3731,0
-2.9355,2.4806,-0.12871,2.6945,3.2547,-0.083808,-0.41581,-0.45816,1.4063,0.73812,3.1574,1
0.13222,-4.6907,-1.8472,-1.8933,3.8728,-0.38983,1.392,1.9368,-3.9667,-2.0314,0.39647,0
